bedrooms,bathrooms,toilets,parking_space,title,town,state,price,price Category
1.4591334600166987,0.34321194031689384,-0.14381867819088412,-0.02980547501381181,2,127,1,0.012178180455774335,1
-0.2976040083508448,0.34321194031689384,-0.14381867819088412,-0.02980547501381181,6,110,1,0.040857827464496774,1
-0.2976040083508448,0.34321194031689384,-0.14381867819088412,-0.02980547501381181,2,122,17,-0.014862629581021108,1
-0.2976040083508448,-0.5165320263341996,-0.14381867819088412,1.3988605056482395,2,10,17,-0.021417977468729095,1
-0.2976040083508448,-0.5165320263341996,-0.14381867819088412,-1.4584714556758631,4,122,17,-0.01855001276785685,1
0.5807647258329269,0.34321194031689384,0.6716902182360277,-2.172804446006889,2,122,17,0.012178180455774335,1
-0.2976040083508448,0.34321194031689384,-0.14381867819088412,-0.02980547501381181,2,122,17,-0.01936943125382035,1
-2.0543414767183883,-2.2360199596363866,-1.7748364710447078,1.3988605056482395,1,46,17,-0.023712349229426888,1
-2.93271021090216,-3.09576392628748,-3.405854263898531,-2.172804446006889,2,122,17,-0.008307281693313122,1
-0.2976040083508448,-0.5165320263341996,-0.14381867819088412,0.6845275153172138,2,10,17,-0.019779140496802097,1
-1.1759727425346165,-0.5165320263341996,-0.14381867819088412,-0.02980547501381181,6,124,1,-0.022647105197674343,1
1.4591334600166987,1.2029559069679874,0.6716902182360277,-0.02980547501381181,4,154,8,-0.021008268225747345,1
-0.2976040083508448,0.34321194031689384,0.6716902182360277,-0.7441384653448374,4,122,17,-0.01936943125382035,1
-0.2976040083508448,-0.5165320263341996,-0.14381867819088412,-0.02980547501381181,4,122,17,-0.0189597220108386,1
1.4591334600166987,1.2029559069679874,1.4871991146629395,-0.02980547501381181,2,180,17,0.012178180455774335,1
-1.1759727425346165,-0.5165320263341996,-0.9593275746177959,-0.7441384653448374,1,134,20,-0.023712349229426888,1
-0.2976040083508448,-0.5165320263341996,-0.14381867819088412,-0.02980547501381181,6,122,17,-0.020762442679958297,1
-1.1759727425346165,-1.376275992985293,-0.9593275746177959,-0.02980547501381181,1,124,1,-0.021663803014518142,1
-0.2976040083508448,0.34321194031689384,-0.14381867819088412,-0.02980547501381181,2,180,17,-0.010765537151203616,1
-1.1759727425346165,-1.376275992985293,-0.9593275746177959,-1.4584714556758631,0,77,17,0.003983995596139352,1
0.5807647258329269,0.34321194031689384,0.6716902182360277,0.6845275153172138,2,122,17,-0.01773059428189335,1
-1.1759727425346165,-1.376275992985293,-0.9593275746177959,-0.02980547501381181,6,122,17,-0.021909628560307193,1
-0.2976040083508448,0.34321194031689384,-0.14381867819088412,-1.4584714556758631,6,180,17,-0.01404321109505761,1
0.5807647258329269,1.2029559069679874,1.4871991146629395,1.3988605056482395,2,110,1,-0.011584955637167115,1
-0.2976040083508448,-0.5165320263341996,-0.14381867819088412,-0.7441384653448374,2,10,17,-0.019779140496802097,1
0.5807647258329269,0.34321194031689384,-0.14381867819088412,-0.02980547501381181,2,122,17,-0.002571352291568634,1
0.5807647258329269,1.2029559069679874,-0.14381867819088412,-0.02980547501381181,2,122,17,-0.00421018926349563,1
-0.2976040083508448,-0.5165320263341996,-0.14381867819088412,0.6845275153172138,2,122,17,-0.009946118665240119,1
-0.2976040083508448,-0.5165320263341996,-0.14381867819088412,-1.4584714556758631,4,122,17,-0.01855001276785685,1
0.5807647258329269,0.34321194031689384,-0.14381867819088412,-0.02980547501381181,2,122,17,-0.002571352291568634,1
1.4591334600166987,2.9224438402701742,2.3027080110898512,-0.7441384653448374,2,81,17,0.044954919894314264,1
-0.2976040083508448,-0.5165320263341996,-0.14381867819088412,-0.02980547501381181,2,129,17,-0.013223792609094112,1
0.5807647258329269,0.34321194031689384,0.6716902182360277,-0.02980547501381181,2,81,17,0.03266364260486179,1
-2.0543414767183883,-1.376275992985293,-0.14381867819088412,-0.02980547501381181,0,134,20,-0.02412205847240864,1
0.5807647258329269,0.34321194031689384,0.6716902182360277,1.3988605056482395,2,111,1,-0.012404374123130613,1
-0.2976040083508448,-0.5165320263341996,-0.14381867819088412,2.827526486310291,2,50,1,-0.0189597220108386,1
